AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1.0,0.4629722481179236,-0.31655282680469093,0.5065011656974054,0.1208636853948543,-0.44796556310061014,-0.6253601774153612,-0.6513896303552896,0.4324130263070184,-0.6820952012084512,-0.608718731930501,-0.6748105202634589,-0.7094317622749853,0.4357326367942055,-0.6511086280738174,-0.16581847835596253,0.626318103129564,-0.5485953224252382,0.5885226667255187,0.6711171065153215,-0.16731302093423667,-0.15603905819743158,-0.5164901587728193,-0.3414986530967273,0.4020959278308654,0.5151676299175542,-0.6212507479242372,-0.369100290251857,-0.3147482286977776,-0.6152012628833462,-0.34670535314264916,-0.16194169146342008,-0.5601048555596261,-0.6100780577450743,-0.6890075112804992,0.5096437726907569,-0.6210488383475573,-0.708695271452749,-0.11140123550807103,-0.5392447217343372,0.13520418402373705,-0.4702767178095774,-0.5981878864501425,-0.6723871995681936,-0.6710617362522695,-0.6699597914389755,-0.6838533431846732,0.2782659031399462,-0.2548163051834004,-0.5356295950653622,-0.5230698475754426
0.4629722481179236,1.0,-0.8029922186546455,0.7051432026876525,0.5338280542241696,-0.8028328385740523,-0.6020972722096407,-0.560621201347782,-0.048752890283129825,-0.5335429011532705,-0.6506469769973721,-0.7001812985714009,-0.8435652802729336,0.6670441635205824,-0.7221221325474249,-0.16877079960981825,0.4886505193827546,-0.5050875627887118,0.7351084642409773,0.813773011903999,0.2974012550641857,-0.699568730286962,-0.47660808266657995,-0.33765987705717915,0.8137851800523218,0.41345086437265943,-0.7591427152283925,-0.7179042518276816,-0.5473162051807691,-0.7112437953778101,-0.4849699790330171,0.37130375757631273,-0.4736554603594185,-0.7629695823538696,-0.7822834750277737,0.5161175584449414,-0.8912092917015377,-0.6226922088641221,0.2712993278386591,-0.8881397791706933,0.6104686273148875,-0.8586745457660176,-0.4131192085480048,-0.6850430057128679,-0.6162820643938126,-0.6648733344414974,-0.7971617956562085,0.6441322068745565,-0.33865260107688605,-0.6500991380107473,-0.3545646878790505
-0.31655282680469093,-0.8029922186546455,1.0,-0.5235378487421064,-0.24997995842244236,0.7478897621349437,0.34659864020403974,0.4942353201444993,0.20056143734067358,0.27312273234710344,0.5506610719815208,0.5937583190358662,0.6774598348150226,-0.5064543904987286,0.6184729146784236,-0.11240231799009194,-0.3325082273104921,0.3788444669307057,-0.6074953627198426,-0.5807712236046089,-0.18067167209895948,0.512775100585383,0.2992208299612648,0.4557046700970816,-0.5877377095421472,-0.45333119759575197,0.614011335788625,0.4951832814197217,0.38875045430641997,0.5531353916547584,0.4760137644443361,-0.18752780505276678,0.4524746278138838,0.508664571647401,0.5933694418722928,-0.19648731385131823,0.6923523294709041,0.4902839111397813,-0.41930419333920455,0.6590986963873026,-0.4512061236041074,0.6753067984157808,0.3601428744092814,0.4083087798671992,0.49014284002341313,0.5622113677323509,0.7155585148889634,-0.45408499560133175,0.0035672339154491123,0.5962639125632416,0.43938578432156294
0.5065011656974054,0.7051432026876525,-0.5235378487421064,1.0,0.4965767212839461,-0.7638766558839023,-0.7118451459872474,-0.7390663950211449,0.21488738537381338,-0.3960289343729142,-0.7531853305278989,-0.7577155990355261,-0.8142340734059373,0.9293143578173605,-0.8197152070374403,0.14421601626913153,0.781788127333003,-0.8376291850798379,0.8841761096062603,0.8025521007569819,0.4130246503386257,-0.42571357624075346,-0.638020346988249,-0.48708665294898906,0.6223681364858638,0.601608995838325,-0.8643249052156404,-0.3802027765900854,-0.711265046106456,-0.6344870034361052,-0.7632429228406893,0.1622814765545223,-0.7039610423771241,-0.5941663630237459,-0.8960757854543286,0.4709087997815581,-0.7912413475225251,-0.816478966419669,0.5138334889173343,-0.6939147796561558,0.12727579491952057,-0.5451664913802796,-0.7713505035659898,-0.601353907378802,-0.8284851569007448,-0.8105307623208008,-0.7016219857398064,0.3068698038796669,-0.06491073110074898,-0.8082514193448586,-0.37115006553020174
0.1208636853948543,0.5338280542241696,-0.24997995842244236,0.4965767212839461,1.0,-0.4585594422526594,-0.4269259306585356,-0.0743675768484903,0.2804966230242666,-0.38968756716284414,-0.11550885452655286,-0.09993602034492827,-0.39356370182594747,0.5691852889421438,-0.24363413024506994,-0.32728875870951457,0.3554582978438246,-0.14134658043039205,0.3677078930145503,0.46918448733398394,0.46505155888170563,-0.7978076408497982,-0.07701717778789319,0.015214086766430303,0.7817987982780592,-0.05388206963692496,-0.3220624033789261,-0.6057046891943961,-0.649736020580604,-0.17183741976477512,-0.08316909662623943,0.6068260674948304,-0.03895478242378284,-0.522180560790292,-0.4148976620819629,0.5462534830826268,-0.5438414433302291,-0.169282289489272,0.12565612601430168,-0.663122110056535,0.5288382255095577,-0.6157987295926789,-0.0692118870453408,-0.37403457109602817,-0.252321887121645,-0.14933912399374427,-0.1577760303340649,0.5062538143859433,-0.494767029863826,-0.16726117165116888,0.20980582935463932
-0.44796556310061014,-0.8028328385740523,0.7478897621349437,-0.7638766558839023,-0.4585594422526594,1.0,0.6938749334676728,0.7479608606906759,0.028565924627209114,0.4523138868501343,0.827909803053587,0.7536043900384816,0.8311811023937826,-0.7673059047703327,0.8734542115524936,-0.12991709294362716,-0.725465461975843,0.706139160263384,-0.8860559437068409,-0.8216192170101102,-0.33459537805120726,0.5393982388995092,0.5326460008096867,0.593971015035853,-0.7493447182140447,-0.6896161082108399,0.8813477410427065,0.5368476832849532,0.6396569385523294,0.7173452754137588,0.7119148615607271,-0.27651103264573523,0.688972753311223,0.6316365674101894,0.855001265549646,-0.45153707105231305,0.8758163750652679,0.7743682840031471,-0.4895815409669675,0.8229790108531632,-0.3429936664865645,0.6555774606952482,0.6615946486551032,0.6201835707302263,0.793468770914089,0.8154653998335004,0.7954868350562563,-0.5479155168867924,0.12729441124788876,0.8477893145914854,0.5723671952044466
-0.6253601774153612,-0.6020972722096407,0.34659864020403974,-0.7118451459872474,-0.4269259306585356,0.6938749334676728,1.0,0.574137872864862,-0.17127892805763517,0.5092264128597128,0.6884162661761943,0.6065587470302074,0.7664791130906952,-0.6490122183093957,0.7118080512389132,0.13344731127638343,-0.7236587117215302,0.6357300081371626,-0.7213373873558635,-0.7432069957388688,-0.10213357940030307,0.29614705703121863,0.3847868630725584,0.47074618596654155,-0.5377122668507103,-0.5121549175349284,0.7441917015670071,0.5763724096288484,0.5940285857362392,0.5775221734373921,0.3973402065378601,-0.11210410003053195,0.4444607432001296,0.5330772411764122,0.8062517996609871,-0.4589572489684534,0.7493205973934941,0.7855819727301995,-0.3054938988813601,0.7280587263606594,-0.15062184064014672,0.5507576321951694,0.5996278069783344,0.5566221092519128,0.6924915894004182,0.6802068370891413,0.5880927435795114,-0.3755066581031239,0.2597902908008393,0.6930895533083262,0.3389620618899062
-0.6513896303552896,-0.560621201347782,0.4942353201444993,-0.7390663950211449,-0.0743675768484903,0.7479608606906759,0.574137872864862,1.0,0.05121470604766751,0.45757060022118246,0.8798680921677399,0.9433172932634932,0.8243939219557788,-0.6756634543902186,0.9371130880497329,-0.34865816839202285,-0.8720755097899573,0.9317024692966426,-0.8756299075280364,-0.7048205520858342,0.007211871279811898,0.17277035097809715,0.7595496828986719,0.7406240370121724,-0.48204148058930707,-0.9252384500654822,0.8754815742770353,0.1672307237066559,0.5100403747856656,0.7829047056459293,0.8774233051986305,0.24870295630602132,0.9695723842867091,0.4850401281951729,0.8551485858925072,-0.264367243113482,0.7305032002120684,0.9409911912013628,-0.3842398123379737,0.5546043123497691,0.02914119059891494,0.36761739571659935,0.9350000674979216,0.7504433540663902,0.961142488571607,0.9743495780685056,0.8663090430526494,-0.2286776503590737,-0.1187811477615707,0.8749151263624884,0.7840483034187933
0.4324130263070184,-0.048752890283129825,0.20056143734067358,0.21488738537381338,0.2804966230242666,0.028565924627209114,-0.17127892805763517,0.05121470604766751,1.0,-0.2329596714873032,-0.000836640632037255,0.0258381085306361,-0.003678849531493672,0.30737399037629975,-0.01538803891751108,-0.28651769355520956,0.13741543270132306,-0.007130654589937985,0.11828549282310326,0.2317402246531505,0.3904917768614171,-0.04550015924296843,-0.18229595425771458,0.21981546944965158,0.041814929876462376,-0.18658288884764068,-0.07245449831975699,-0.027230463309887026,-0.14109836770391684,0.12892721831735068,0.07061527257034755,0.18958402089121654,-0.007550349520465889,-0.2318419148211491,-0.13259124805436695,0.530292348159834,-0.027384820644040887,-0.03532859995651608,-0.25153117185018464,-0.06132887140533452,-0.029407953164730202,0.024012176173727844,-0.08948211900729126,0.006608502233057411,-0.0883192282823699,-0.0018095335379875695,0.12349567854912873,0.017265322598085633,-0.3111253805703187,-0.002652052522627876,0.17929613584274176
-0.6820952012084512,-0.5335429011532705,0.27312273234710344,-0.3960289343729142,-0.38968756716284414,0.4523138868501343,0.5092264128597128,0.45757060022118246,-0.2329596714873032,1.0,0.5067309718060133,0.4759278448384508,0.6964694283751293,-0.38344209897173154,0.5248346879781959,0.5519037834017319,-0.49578697923979137,0.35053407061378455,-0.4952780660203186,-0.6926211198549441,-0.03611177207735788,0.5067737175426539,0.588466094517723,0.030975041146303922,-0.6767572786954524,-0.2400103020404129,0.5787475721353865,0.6453835524881522,0.4004870683164526,0.7094015404942261,0.193999657733005,-0.2965241238674962,0.35806948581421955,0.8650636510860693,0.6056429767459287,-0.7781384301074666,0.7135400879720935,0.5007749463715186,0.3853508254303642,0.7242505537689418,-0.5518034336345448,0.7171591930259142,0.3115876294279527,0.8002105019782273,0.5046052689121296,0.49588392961428496,0.5936768273035385,-0.6899224056588348,0.6976178733410695,0.33768678145771763,0.44855039583409334
