AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
38.14483,44.69441,48.523,39.81785,61.27916999999999,51.74129,56.5892,86.67259,58.69106,48.88358,47.56712,60.8524,36.32346,55.50904,40.60385,47.5066,42.24373,37.885940000000005,38.46582,54.084590000000006,62.20729,65.01552,50.39886,50.05076,39.4539,44.43063,43.34847,43.537420000000004,49.03844,53.540169999999996,55.11688,52.908269999999995,61.024330000000006,48.7617,36.363009999999996,46.8062,35.28318,56.14645,50.674040000000005,61.99313000000001,43.34215,38.97075,39.37278,46.615320000000004,38.475770000000004,61.90176999999999,51.95135,58.149190000000004,35.62962,50.55337,30.31025
38.15579,44.60358,48.37305,39.49776,61.4558,51.76058,56.62064,86.20505,58.44545,49.00886,47.27882,60.87296,36.305620000000005,55.52848,39.8899,47.6484,42.272659999999995,37.90775,39.23072,54.08899,62.22448000000001,64.87704000000001,50.745059999999995,50.012209999999996,39.49517,44.5887,43.22821,43.54535,48.9938,53.6642,55.134280000000004,52.9422,60.9551,49.11398,35.936890000000005,46.536120000000004,35.093990000000005,56.16048000000001,50.72772,61.93261,43.46249,38.8857,39.39959,46.561690000000006,38.473,61.90028,51.831579999999995,58.13881,35.6754,50.5612,29.82201
38.20985,44.90292,48.23584,39.13981,61.44268,50.984840000000005,56.417559999999995,85.87092,57.97779,48.84967,47.10263,61.02081999999999,35.26201,55.46066999999999,40.07586,47.57111,42.48104,38.00628,39.14832,53.93651,62.13106,64.57486,50.63462,49.68208,40.08616,44.87579,43.35127,41.620779999999996,49.49707,53.069680000000005,54.94151,53.13293,60.95176,48.44247,35.50107,46.67491,34.394859999999994,55.996359999999996,50.76733,59.352430000000005,44.062540000000006,37.51399,39.58757,46.277,38.17665,61.31336999999999,51.77583,58.2873,34.896609999999995,50.38071,28.299879999999998
38.20371,44.89739,48.2243,39.13657,61.43196,50.97313,56.41086,85.87525,57.973980000000005,48.5138,47.09232,61.01955,35.2585,55.452690000000004,40.07014,47.5595,42.47229,37.99876,39.14237,53.92465,62.122640000000004,64.5675,50.824729999999995,49.67033,40.080890000000004,44.86703,42.45711,41.62737,49.48588,53.06026,54.93336,53.12902,60.94486,48.43233,35.49577,46.66382,34.38883,55.98955,50.63332,59.358990000000006,44.05265,37.52043,39.58246,46.267379999999996,38.17161,61.30919,51.76791,59.7758,34.89352,49.96485,28.305690000000002
38.16183,44.85586,48.18398,39.0962,61.3919,50.931129999999996,56.36626,85.84696,57.93257,48.473929999999996,47.052009999999996,60.976969999999994,35.21924,55.41222,40.02852,47.08645,42.43093,37.95671,39.10237,53.883390000000006,62.08254,64.5279,50.44686,49.630179999999996,40.04038,44.82649,42.41507,41.58471,48.62623,53.019059999999996,54.89212,53.08744,60.9025,48.391259999999996,35.456070000000004,46.76429,34.35021,55.94836,50.45539,59.31652,44.01534,37.47874,39.53994,46.22795,38.13143,61.269119999999994,51.726490000000005,59.73434,34.85226,50.04055,28.26762
38.17155,44.86422,48.19257,39.105109999999996,61.399530000000006,50.94223,56.375569999999996,85.85462,57.94093,48.48263,47.09098,60.986309999999996,35.22781,55.42015,40.04058,47.09511,42.44,37.96695,39.11076,53.89168000000001,62.090830000000004,64.5369,50.45655,49.64001,40.04899,44.83443,42.42427,41.59626,48.63508,53.027390000000004,54.90031,53.09621,60.910219999999995,48.400529999999996,35.4642,46.7741,34.35815,55.95695,50.46468,59.328019999999995,44.02713,37.49002,39.548790000000004,46.237140000000004,38.13966,61.27776,51.73579,59.742490000000004,34.86085,50.0501,28.27792
38.20346,44.8993,48.428129999999996,39.14178,61.43525,50.97808,56.40651,85.88124,57.97625,48.46399,46.99716,61.01991999999999,35.26336,55.45626,40.076159999999994,47.13098,42.4756,37.99955,39.143879999999996,53.92706,62.12469,64.56872,50.51092,49.67618,40.0849,44.86914,42.46001,41.63641,48.67102,53.06321,55.76514,53.13186999999999,60.94085,48.343790000000006,35.49749,46.807759999999995,34.39236,55.99371,50.51972,59.36799,44.06259,37.529270000000004,39.58075,46.27598,38.17347,61.314040000000006,51.77142,59.77599,34.89249,49.9198,28.313740000000003
38.16441,44.90318,48.519220000000004,39.1428,61.433069999999994,51.958709999999996,56.422959999999996,85.88574,57.98144,48.77531,46.99508,61.03321,35.26413,55.45457,40.07602,47.1316,42.48195,38.012809999999995,39.14284,53.9309,62.32745,64.57807,50.09117,49.67367,40.08579,44.86673,42.46915,41.64322,48.666579999999996,52.993930000000006,55.76954,53.13535,60.9545,48.345729999999996,35.50034,46.80467,34.392540000000004,55.991640000000004,50.51578,59.37477,44.3063,37.53593,39.593309999999995,46.05751,38.17549,61.3145,51.7715,59.781769999999995,34.90569,49.91605,28.319779999999998
38.1607,44.90246,48.64099,39.14348,61.43298000000001,51.96076,56.419630000000005,85.88528000000001,57.98056,48.273959999999995,47.00163,61.027969999999996,35.26471,55.45593,40.075790000000005,45.866890000000005,42.48338,38.023559999999996,39.145379999999996,53.933530000000005,62.323409999999996,64.57396999999999,50.0884,50.36071,40.08651,44.52414,42.59754,41.642520000000005,49.195009999999996,52.996190000000006,55.768409999999996,53.28252,60.95328000000001,48.27357,35.49917,47.18155,34.39352,55.99811,50.28954,59.374080000000006,44.32311,37.53525,39.58788,45.59776,38.17483,61.31531,51.77232,59.778059999999996,32.514109999999995,50.61172,28.31917
38.13128,44.51793,48.6097,39.13414,61.42807,51.94397,56.38091,85.8723,57.965340000000005,47.87219,46.99706,60.99495,35.25571,55.451159999999994,40.06583,45.86223,42.47749,38.00029,39.137840000000004,54.21911,62.31802,64.54645,49.77218,50.87207,40.076809999999995,44.51889,42.58314,41.62291,49.18804,52.93326,55.75529,53.33306999999999,60.919940000000004,47.98049,35.482079999999996,47.1711,34.38525,55.993069999999996,50.11521,59.35454,44.31405,37.516059999999996,39.56305,45.59505,38.16172,61.30696,51.76202,59.7616,32.50311,50.61572,28.30172
38.515370000000004,44.52326,48.628840000000004,39.13694,61.427859999999995,51.9503,56.38256,85.87673000000001,59.87164,47.871559999999995,46.99624,60.99834,35.2583,55.45219,40.07327,45.86193,42.47853,38.00245,39.13805,54.21872,62.31981999999999,64.54679,49.97465,50.87356,40.07901,44.51937,42.585229999999996,41.6296,49.187870000000004,52.93319,55.7563,53.33716,60.92261,47.78954,35.176,47.612770000000005,34.386959999999995,55.99448,50.03925,59.36121,44.313109999999995,37.52261,39.564679999999996,45.59599,37.9595,61.30939,51.763659999999994,59.76408000000001,32.50677,50.514520000000005,28.30767
38.51191,44.52041,48.62769,39.13556,61.427,51.94792,56.37455,85.87462,59.86753,47.87041,46.99521,60.99221,35.25698,55.451640000000005,40.07091,45.86094,42.47697,37.99837,39.13705,54.217859999999995,62.31915,64.54195,49.97272,50.87198,40.07762,44.51875,42.582609999999995,41.6264,49.18678,52.9317,55.75425,53.33409,60.9164,47.78675,35.175059999999995,47.65495,34.38573,55.993919999999996,49.90696,59.35803000000001,44.31269,37.519490000000005,39.558479999999996,45.59641,37.95726,61.30819,51.76212,59.760490000000004,32.50509,50.513740000000006,28.30483
39.8754,45.22745,48.56257,45.0,61.340709999999994,51.02275,53.887859999999996,,57.3221,47.923840000000006,46.957390000000004,56.81485,34.662690000000005,52.9,38.60586,45.952290000000005,41.60999,38.07832,40.50805,54.12548,60.493990000000004,63.6045,49.99147,50.74862,40.55187,43.85553,42.81751,,48.647079999999995,52.69174,55.009769999999996,53.75399,59.94515,47.587540000000004,37.40752,47.70411,34.333090000000006,53.86278000000001,49.94347,,44.26936,,39.98252,45.770109999999995,36.4133,55.73,50.92926,58.56374,32.385670000000005,50.40145,
39.86851,45.22195,48.51551,44.99519,61.33484,51.01213,53.88179,,57.316140000000004,47.91017,46.951029999999996,56.8105,34.65652,52.89516999999999,38.59787,46.0075,41.60188,38.070609999999995,40.49921,53.957080000000005,60.48919,63.59862,49.9881,50.74122,40.544740000000004,43.84657,42.811370000000004,,48.817409999999995,52.587990000000005,55.00414,53.748180000000005,59.8018,47.536190000000005,37.40286,47.955020000000005,34.32853,53.85729,49.88512,,44.26043,,39.97688,45.863440000000004,36.40824,55.7252,50.92257,58.55818000000001,32.3812,50.52283,
39.86743,45.222229999999996,48.43282,44.99599,61.333769999999994,51.00995,53.8798,,57.31612,47.90981,46.81462,56.81057,34.65701,52.89597,38.60487,46.41792,41.59683,38.06739,40.50354,54.328430000000004,60.48995,63.59491,49.98829,50.73912,40.54526,43.846270000000004,42.81154,,48.82199,52.06057,55.0027,53.747890000000005,59.801219999999994,47.50107,37.40363,47.96283,34.329159999999995,53.85728,49.88312,,43.9313,,39.9771,45.8628,36.40811,55.726000000000006,50.92191,58.55826,32.38192,50.52274,
39.87225,45.22975,48.44235,45.006370000000004,62.02673000000001,51.01787,53.876780000000004,,57.32238,47.92003,46.825759999999995,56.8064,34.66813,52.9064,38.614309999999996,45.639179999999996,41.24888,38.0777,40.51445,54.33926999999999,60.50015,63.59658,49.9146,50.74739,40.55216,43.857929999999996,42.81779,,48.83605,51.11206,55.006440000000005,53.75257,59.8022,47.5096,37.4128,47.97508,34.336729999999996,51.006409999999995,49.89338,,43.51598,,39.97789,45.87399,36.41356,55.73636,50.93076,58.557880000000004,32.391459999999995,50.533190000000005,
39.87794,45.22665,48.476290000000006,45.00103,62.022090000000006,51.02491,53.87086,,57.320040000000006,47.977129999999995,45.94592,56.811890000000005,34.66356,52.90104,38.61736,45.63531,41.24386,38.08463,40.50881,54.33303000000001,60.49495,63.6019,49.92382,50.74573,40.54968,43.85205,42.81265,,48.834270000000004,49.292970000000004,55.00869,53.75153,59.80806,47.49472,37.954609999999995,47.94963,34.33338,51.00104,49.64018,,43.522529999999996,,39.98066,45.844359999999995,36.41805,55.731030000000004,50.93088,58.557809999999996,32.38662,50.562490000000004,
39.88516,45.00227,48.478190000000005,45.0007,62.0262,51.028259999999996,53.890319999999996,,57.3287,47.97853,45.94522,56.83274,34.663920000000005,,38.6194,45.637859999999996,41.25046,38.09162,40.50546,54.332119999999996,60.49465,63.61322,49.92626,50.74775,40.55449,43.851490000000005,42.8171,,48.797259999999994,49.30399,55.0202,53.761230000000005,59.825559999999996,47.546820000000004,37.95428,47.88092,34.33631,51.0007,49.717,,43.52686,,39.99505,45.85719,36.42393,55.7307,50.932559999999995,58.568909999999995,32.38643,50.63756,
39.87604,44.99089,48.47429,44.999759999999995,61.925,51.02347,53.883309999999994,,57.31916999999999,47.97788,45.94238,56.80846999999999,34.66245,,38.61508,45.63192,41.245540000000005,38.083459999999995,40.50245,54.32889,60.49369,63.600269999999995,49.71686,50.743120000000005,40.54756,43.85033,42.807829999999996,,47.541909999999994,49.292559999999995,55.0067,53.75005,59.805330000000005,47.51079,37.95301,47.87614,34.33182,50.999759999999995,49.70152,,43.89783,,39.97721,45.85507,36.41652,55.72976,50.92955,58.555659999999996,32.38544,50.264759999999995,
39.881209999999996,44.998670000000004,48.48226,45.00719,61.93229,51.03136,53.89103000000001,,57.32689,47.98574,45.95042,56.8158,34.6696,,38.62265,45.63958,41.25329,38.09091,40.50982,54.33675,60.500969999999995,63.60754,49.72464,51.23692,40.55095,43.85807,42.8157,,47.54973,49.30043,55.01415,53.75764,59.81276999999999,47.5185,37.96021,47.88384,34.33882,51.00724,49.70922,,43.90549,,39.98102,45.86306,36.42368,55.73718,50.93725,58.563269999999996,32.39227,50.27272,
39.88203,44.999790000000004,48.62373,45.00945,60.699690000000004,51.03498,53.88286,,57.326930000000004,48.06333,45.95061,56.808409999999995,34.66789,,38.62827,45.63899,41.24725,38.08716,40.50958,53.74041999999999,59.586259999999996,63.605669999999996,49.78199,51.24135,40.552459999999996,43.8621,42.81501,,47.66437,49.29773,55.01096,53.75724,59.807590000000005,47.52192,37.96241,47.886540000000004,34.339529999999996,51.0095,49.647,,43.90488,,39.977959999999996,45.9563,36.423559999999995,55.739430000000006,50.940259999999995,58.56211,32.39432,50.31127,
39.89241,45.00843,48.502140000000004,45.02707,60.71244,51.05746,53.86844,,57.3374,48.08102,46.32991,56.79306999999999,34.68581,,38.64873,45.79472,41.009370000000004,38.37513,40.52264,53.747519999999994,59.60369,63.59861,49.70691,51.259240000000005,40.562979999999996,43.88196,42.82108,,46.31374,49.29934,55.00748000000001,53.76105,59.80098,47.53635,37.98333,46.46843,34.80565,51.027229999999996,49.525040000000004,,43.917770000000004,,39.97368,46.72293,36.432520000000004,55.75701,51.427690000000005,58.56435,32.41049,50.26093,
39.90876,45.02304,48.62672,45.01254,60.70907,51.062470000000005,53.92366,,57.346430000000005,48.14738,46.50887,56.85111,34.6763,,38.65607,45.7981,41.022240000000004,38.39416,40.51334,53.57066999999999,59.58955,63.62466,49.64715,51.25331,40.56664,43.8692,42.82315,,46.337790000000005,49.31758,55.03559,53.777680000000004,59.84874,47.691990000000004,37.969229999999996,46.56629,34.80421,51.01262,49.7292,,43.933009999999996,,40.012570000000004,46.72723,36.4404,55.74251999999999,51.43118,58.587619999999994,32.39748,50.17525,
39.90319,45.01104,48.631809999999994,45.02798,60.71434,51.071940000000005,53.87455,,57.33961,48.154759999999996,46.36805,56.79681,34.68821,,38.66806,45.15768,41.01293,38.38496,40.52765,53.5746,59.60464,63.60185,49.93248,51.2629,40.56492,43.883759999999995,42.82274,,46.31715,49.30185,55.01209,53.76388000000001,59.807030000000005,47.70251,37.98423,46.5636,34.80703,51.02816,49.73556,,43.902159999999995,,39.97889,46.73369,36.43438,,51.43671,58.82646999999999,32.411429999999996,50.18923,
38.33912,44.97186,48.60246,45.00383,60.68541,51.04456,53.813759999999995,,57.30355,48.12708,46.06602,56.7318,34.66499,,38.64461,45.1253,40.97534,38.34792,39.30245,53.85304,59.580909999999996,63.55732,49.9016,51.23639,40.84737,43.857620000000004,42.79185,,46.273140000000005,49.26027,54.966080000000005,53.723259999999996,59.750809999999994,47.67451,37.96086,46.52751,34.77725,51.003859999999996,49.70057,,43.86903,,39.9267,46.61185,36.40355,,51.406220000000005,58.79128000000001,32.376979999999996,50.27156,
38.342290000000006,44.98281,48.715070000000004,45.02385,60.92125,51.18884,53.817809999999994,,57.31094,48.15832,46.33392,56.74804,34.688390000000005,,38.674659999999996,45.131479999999996,41.0019,38.42222,39.34921,53.90662,59.602109999999996,63.5909,49.89496,51.12477,40.86043,43.88929,43.08013,,46.32367,49.413090000000004,55.17501,53.777930000000005,59.73992,47.45368,37.98052,46.58112,34.79166,51.023999999999994,49.95332,,43.92456,,40.05618,46.64731,36.78747,,51.3938,58.803999999999995,32.39539,50.32846,
38.339290000000005,44.979929999999996,48.712109999999996,45.02129,60.917730000000006,51.185359999999996,53.81507,,57.308130000000006,48.155359999999995,46.33055,56.745490000000004,34.68574,,38.671640000000004,45.1287,40.999140000000004,38.41939,39.34552,53.903890000000004,59.59958,63.5882,49.891259999999996,51.1216,40.85767,43.560390000000005,43.07732,,46.32096,49.410470000000004,55.172309999999996,53.77515,59.73726,47.45095,37.97804,46.57782,34.789229999999996,51.02142,50.02868,,43.92174,,40.0535,46.644079999999995,36.78492,,51.39085,58.801269999999995,32.39301,50.325590000000005,
